PLAYER,YEAR,POS,TEAM,CAP HIT,SALARY PERCENTAGE
Tyson Jost,2021,C,COL,2000000,0.025
Shane O'Brien,2012,D,COL,2000000,0.029
Pavel Francouz,2021,G,COL,2000000,0.025
Patrick Wiercioch,2014,D,OTT,2000000,0.029
Adam Pardy,2011,D,DAL,2000000,0.031
Calle Jarnkrok,2018,C,NSH,2000000,0.025
John-Michael Liles,2016,D,BOS,2000000,0.027
Pavel Francouz,2020,G,COL,2000000,0.025
Calle Jarnkrok,2019,C,NSH,2000000,0.025
Brian Boyle,2014,C,TBL,2000000,0.029
Thomas Vanek,2017,LW,CBJ,2000000,0.027
Trevor Lewis,2017,C,LAK,2000000,0.027
Brian Elliott,2019,G,PHI,2000000,0.025
Alexandre Burrows,2011,RW,VAN,2000000,0.031
Cory Sarich,2013,D,COL,2000000,0.031
Sami Salo,2011,D,VAN,2000000,0.031
Eric Fehr,2015,C,PIT,2000000,0.028
Craig Smith,2014,C,NSH,2000000,0.03
Colin Wilson,2014,C,NSH,2000000,0.03
Martin Jones,2021,G,PHI,2000000,0.025
Colin Wilson,2012,C,NSH,2000000,0.029
Hal Gill,2012,D,NSH,2000000,0.029
Andrew Brunette,2011,LW,CHI,2000000,0.031
Calle Jarnkrok,2021,C,SEA,2000000,0.025
Adrian Kempe,2020,LW,LAK,2000000,0.025
Marcus Johansson,2013,C,WAS,2000000,0.031
Ron Hainsey,2013,D,CAR,2000000,0.031
Craig Smith,2013,C,NSH,2000000,0.031
Colin Wilson,2013,C,NSH,2000000,0.031
Teemu Selanne,2013,RW,ANA,2000000,0.031
Joe Corvo,2012,D,CAR,2000000,0.029
Jannik Hansen,2017,RW,SJS,2000000,0.027
Eric Fehr,2017,C,SJS,2000000,0.027
Melker Karlsson,2017,C,SJS,2000000,0.027
Ilya Sorokin,2020,G,NYI,2000000,0.025
Antoine Roussel,2017,LW,DAL,2000000,0.026
Evan Rodrigues,2019,LW,PIT,2000000,0.025
Jason Zucker,2017,LW,MIN,2000000,0.027
Ryan Miller,2018,G,ANA,2000000,0.025
Ethan Bear,2021,D,CAR,2000000,0.025
Jesper Fast,2021,RW,CAR,2000000,0.025
Trevor Lewis,2018,C,LAK,2000000,0.025
Calle Jarnkrok,2016,C,NSH,2000000,0.027
Antti Raanta,2021,G,CAR,2000000,0.025
Ryan Miller,2017,G,ANA,2000000,0.027
Antoine Roussel,2015,LW,DAL,2000000,0.028
Jordie Benn,2019,D,VAN,2000000,0.025
Dmitry Orlov,2015,D,WAS,2000000,0.028
Trevor Lewis,2019,C,LAK,2000000,0.025
Jason Chimera,2015,LW,WAS,2000000,0.028
Adrian Kempe,2019,LW,LAK,2000000,0.025
Matt Nieto,2018,LW,COL,1975000,0.025
Matt Nieto,2019,LW,COL,1975000,0.024
Calvin de Haan,2016,D,NYI,1966668,0.027
Calvin de Haan,2014,D,NYI,1966666,0.029
Calvin de Haan,2015,D,NYI,1966666,0.028
John Erskine,2014,D,WAS,1962500,0.029
John Erskine,2013,D,WAS,1962500,0.031
Sam Bennett,2018,C,CGY,1950000,0.025
Dwight King,2014,LW,LAK,1950000,0.028
Andrej Sustr,2017,D,TBL,1950000,0.026
Zack Kassian,2017,RW,EDM,1950000,0.028
Zack Kassian,2018,RW,EDM,1950000,0.025
Alex Petrovic,2018,D,EDM,1950000,0.025
Zack Kassian,2019,RW,EDM,1950000,0.024
Dwight King,2016,LW,MTL,1950000,0.027
Dwight King,2015,LW,LAK,1950000,0.027
Sam Bennett,2017,C,CGY,1950000,0.026
Vladislav Namestnikov,2016,LW,TBL,1937500,0.027
Vladislav Namestnikov,2017,LW,NYR,1937500,0.026
Todd Bertuzzi,2011,RW,DET,1937500,0.03
Greg Zanon,2011,D,MIN,1933333,0.03
Ryan Hartman,2020,RW,MIN,1900000,0.023
Aaron Dell,2019,G,SJS,1900000,0.024
Torrey Mitchell,2012,C,MIN,1900000,0.027
Josh Harding,2012,G,MIN,1900000,0.027
Nick Bonino,2014,C,VAN,1900000,0.028
Aaron Dell,2018,G,SJS,1900000,0.024
Joonas Donskoi,2018,RW,SJS,1900000,0.024
Christopher Higgins,2012,LW,VAN,1900000,0.027
Nick Bonino,2016,C,PIT,1900000,0.026
Ryan Hartman,2019,RW,MIN,1900000,0.023
Ryan Donato,2019,C,MIN,1900000,0.023
Cody Eakin,2014,C,DAL,1900000,0.028
Chris Neil,2015,RW,OTT,1900000,0.027
Matthew Benning,2018,D,EDM,1900000,0.024
Chris Neil,2013,RW,OTT,1900000,0.03
Matthew Benning,2019,D,EDM,1900000,0.023
Chris Neil,2014,RW,OTT,1900000,0.028
Jordin Tootoo,2012,RW,DET,1900000,0.027
Nick Bonino,2015,C,PIT,1900000,0.027
Christopher Higgins,2011,LW,VAN,1900000,0.03
Joonas Donskoi,2017,RW,SJS,1900000,0.025
Ryan Donato,2020,C,SJS,1900000,0.023
Josh Harding,2013,G,MIN,1900000,0.03
Cody Eakin,2015,C,DAL,1900000,0.027
Tim Schaller,2018,C,VAN,1900000,0.024
Zack Smith,2015,C,OTT,1887500,0.026
Zack Smith,2013,C,OTT,1887500,0.029
Zack Smith,2016,C,OTT,1887500,0.026
Jason Chimera,2011,LW,WAS,1875000,0.029
Vince Dunn,2020,D,STL,1875000,0.023
Trevor Moore,2021,LW,LAK,1875000,0.023
Johnny Boychuk,2011,D,BOS,1875000,0.029
Marcus Foligno,2015,LW,BUF,1875000,0.027
Artem Anisimov,2011,C,NYR,1875000,0.029
Marcus Foligno,2014,LW,BUF,1875000,0.027
Artem Anisimov,2012,C,CBJ,1875000,0.027
Tomas Holmstrom,2011,LW,DET,1875000,0.029
Steve Downie,2011,RW,TBL,1850000,0.029
Jesper Fast,2018,RW,NYR,1850000,0.023
Brett Kulak,2020,D,MTL,1850000,0.023
Jesper Fast,2019,RW,NYR,1850000,0.023
Sven Baertschi,2016,LW,VAN,1850000,0.026
Travis Moen,2013,LW,MTL,1850000,0.029
Chris Mason,2011,G,WPG,1850000,0.029
Matt Hendricks,2015,LW,EDM,1850000,0.026
Braden Holtby,2014,G,WAS,1850000,0.027
Joel Armia,2018,RW,MTL,1850000,0.023
Brett Kulak,2019,D,MTL,1850000,0.023
Travis Moen,2012,LW,MTL,1850000,0.026
Alex Petrovic,2017,D,FLA,1850000,0.025
Adam Burish,2013,RW,SJS,1850000,0.029
Jonas Gustavsson,2014,G,DET,1850000,0.028
Darcy Kuemper,2019,G,AZ,1850000,0.023
Josh Anderson,2017,RW,CBJ,1850000,0.025
Sven Baertschi,2017,LW,VAN,1850000,0.025
Darcy Kuemper,2018,G,AZ,1850000,0.023
Matt Hendricks,2014,LW,EDM,1850000,0.027
Adam Burish,2012,RW,SJS,1850000,0.026
Braden Holtby,2013,G,WAS,1850000,0.029
Josh Anderson,2018,RW,CBJ,1850000,0.023
Matt Hendricks,2016,LW,EDM,1850000,0.025
Jesper Fast,2017,RW,NYR,1850000,0.025
Josh Anderson,2019,RW,CBJ,1850000,0.023
Travis Moen,2015,LW,DAL,1850000,0.026
Brett Kulak,2021,D,MTL,1850000,0.023
Jack Roslovic,2021,C,CBJ,1838362,0.023
Alex Goligoski,2011,D,DAL,1833333,0.029
Justin Abdelkader,2013,LW,DET,1800000,0.028
Ryan O'Byrne,2011,D,COL,1800000,0.028
John Mitchell,2016,C,COL,1800000,0.025
Luke Glendening,2017,C,DET,1800000,0.024
Brian Elliott,2012,G,STL,1800000,0.026
Matt Cooke,2011,LW,PIT,1800000,0.028
Alexei Ponikarovsky,2012,LW,NJD,1800000,0.026
Ryan Dzingel,2017,C,OTT,1800000,0.022
Justin Abdelkader,2015,LW,DET,1800000,0.026
Luke Glendening,2020,C,DET,1800000,0.022
Vernon Fiddler,2012,C,DAL,1800000,0.026
Jordan Martinook,2018,LW,CAR,1800000,0.023
Ryan Garbutt,2014,RW,DAL,1800000,0.026
Kurtis Foster,2011,D,MIN,1800000,0.028
James Reimer,2013,G,TOR,1800000,0.028
Luke Glendening,2018,C,DET,1800000,0.023
Blake Coleman,2020,C,TBL,1800000,0.022
Daniel Winnik,2012,C,ANA,1800000,0.026
Luke Glendening,2019,C,DET,1800000,0.022
Mark Letestu,2015,C,EDM,1800000,0.025
James Reimer,2011,G,TOR,1800000,0.028
Benoit Pouliot,2012,LW,TBL,1800000,0.026
Anders Lindback,2012,G,TBL,1800000,0.026
Jarome Iginla,2013,RW,BOS,1800000,0.028
Matt Cooke,2012,LW,PIT,1800000,0.026
John Mitchell,2014,C,COL,1800000,0.026
Justin Braun,2020,D,PHI,1800000,0.022
Maxime Talbot,2014,C,BOS,1800000,0.028
Maxime Talbot,2011,C,PHI,1800000,0.028
Blake Coleman,2019,C,TBL,1800000,0.022
Justin Abdelkader,2014,LW,DET,1800000,0.027
John Mitchell,2015,C,COL,1800000,0.025
Jordan Martinook,2017,LW,AZ,1800000,0.025
Vernon Fiddler,2013,C,DAL,1800000,0.028
Vernon Fiddler,2011,C,DAL,1800000,0.028
Pierre-Edouard Bellemare,2020,LW,COL,1800000,0.022
Justin Abdelkader,2012,LW,DET,1800000,0.026
Mark Letestu,2017,C,CBJ,1800000,0.024
Maxime Talbot,2012,C,PHI,1800000,0.026
Maxime Talbot,2013,C,COL,1800000,0.028
Brian Elliott,2013,G,STL,1800000,0.028
Pierre-Edouard Bellemare,2019,LW,COL,1800000,0.022
Justin Braun,2021,D,PHI,1800000,0.022
Jonathan Quick,2012,G,LAK,1800000,0.026
Ryan O'Byrne,2012,D,TOR,1800000,0.026
James Reimer,2012,G,TOR,1800000,0.026
Blake Coleman,2018,C,NJD,1800000,0.023
Jamie McBain,2013,D,BUF,1800000,0.028
Jamie McBain,2012,D,CAR,1800000,0.026
Daniel Winnik,2013,C,ANA,1800000,0.028
Ryan Dzingel,2018,C,CBJ,1800000,0.023
Mark Letestu,2016,C,EDM,1800000,0.025
Jordan Martinook,2021,LW,CAR,1800000,0.022
Jonathan Quick,2011,G,LAK,1800000,0.028
Anders Lindback,2013,G,TBL,1800000,0.028
Mika Zibanejad,2011,C,OTT,1775000,0.028
Sean Monahan,2014,C,CGY,1775000,0.026
Johnny Gaudreau,2014,LW,CGY,1775000,0.026
Frederik Andersen,2012,G,ANA,1775000,0.025
Aaron Ekblad,2014,D,FLA,1775000,0.026
Tyler Myers,2014,D,WPG,1774193,0.026
Andy Sutton,2012,D,EDM,1750000,0.025
Eric Belanger,2012,C,EDM,1750000,0.025
Jeff Petry,2012,D,EDM,1750000,0.025
Dan Cleary,2013,RW,DET,1750000,0.027
Tomas Nosek,2021,LW,BOS,1750000,0.022
Jay Beagle,2017,C,WAS,1750000,0.023
Brett Ritchie,2018,RW,DAL,1750000,0.022
Ryan Reaves,2021,RW,NYR,1750000,0.022
Carl Gunnarsson,2020,D,STL,1750000,0.022
Shawn Matthias,2014,C,VAN,1750000,0.025
Nathan Gerbe,2015,LW,CAR,1750000,0.025
Zack Kassian,2014,RW,VAN,1750000,0.025
Roman Polak,2019,D,DAL,1750000,0.022
Tyler Pitlick,2020,RW,AZ,1750000,0.022
Micheal Ferland,2018,LW,CAR,1750000,0.022
Eric Belanger,2011,C,EDM,1750000,0.027
Carl Gunnarsson,2019,D,STL,1750000,0.022
Patrick Maroon,2018,LW,STL,1750000,0.022
Zack Kassian,2015,RW,EDM,1750000,0.025
Jordan Weal,2018,C,MTL,1750000,0.022
Jordan Weal,2017,C,PHI,1750000,0.024
Erik Haula,2020,C,NSH,1750000,0.022
Vladimir Tarasenko,2014,RW,STL,1750000,0.026
Jeff Petry,2013,D,EDM,1750000,0.027
Sean Couturier,2015,C,PHI,1750000,0.025
Jason Chimera,2012,LW,WAS,1750000,0.025
Wayne Simmonds,2011,RW,PHI,1750000,0.027
Jay Beagle,2016,C,WAS,1750000,0.024
Mike Weaver,2014,D,MTL,1750000,0.025
Kevin Shattenkirk,2019,D,TBL,1750000,0.022
Antoine Vermette,2016,C,ANA,1750000,0.024
Jamie McGinn,2012,LW,COL,1750000,0.025
Chris Campoli,2011,D,MTL,1750000,0.027
Tyler Pitlick,2021,RW,CGY,1750000,0.022
Nathan Gerbe,2014,LW,CAR,1750000,0.025
Wayne Simmonds,2012,RW,PHI,1750000,0.025
Ruslan Fedotenko,2012,LW,PHI,1750000,0.025
Jamie McGinn,2013,LW,COL,1750000,0.027
Raffi Torres,2012,LW,SJS,1750000,0.025
Matt Bartkowski,2015,D,VAN,1750000,0.025
Sean Couturier,2014,C,PHI,1750000,0.026
Kris Versteeg,2017,LW,CGY,1750000,0.024
Micheal Ferland,2017,LW,CGY,1750000,0.024
Jason Chimera,2013,LW,WAS,1750000,0.027
Brett Ritchie,2017,RW,DAL,1750000,0.023
Shawn Horcoff,2015,LW,ANA,1750000,0.025
Ryan Reaves,2020,RW,VGK,1750000,0.022
Chad Johnson,2018,G,ANA,1750000,0.022
Antoine Vermette,2017,C,ANA,1750000,0.023
Jay Beagle,2015,C,WAS,1750000,0.025
Dougie Hamilton,2014,D,BOS,1744167,0.027
Peter Mueller,2012,C,FLA,1725000,0.025
Stefan Noesen,2018,RW,NJD,1725000,0.022
Mark Stuart,2013,D,WPG,1700000,0.026
Brian Boyle,2013,C,NYR,1700000,0.026
Anton Stralman,2013,D,NYR,1700000,0.026
Troy Stecher,2020,D,DET,1700000,0.021
Nikolai Khabibulin,2013,G,CHI,1700000,0.026
Brayden McNabb,2016,D,LAK,1700000,0.023
Mark Stuart,2011,D,WPG,1700000,0.026
Chris Butler,2013,D,CGY,1700000,0.026
Marcel Goc,2012,C,FLA,1700000,0.024
Sonny Milano,2020,LW,ANA,1700000,0.021
Chad LaRose,2011,C,CAR,1700000,0.026
Sonny Milano,2021,LW,ANA,1700000,0.021
Oscar Lindberg,2018,C,OTT,1700000,0.021
Nick Holden,2021,D,OTT,1700000,0.021
Chad Johnson,2016,G,CGY,1700000,0.023
Troy Stecher,2021,D,DET,1700000,0.021
Matt Walker,2011,D,PHI,1700000,0.026
Braydon Coburn,2019,D,TBL,1700000,0.021
Anthony Duclair,2020,LW,FLA,1700000,0.021
Marcel Goc,2011,C,FLA,1700000,0.026
Ryan Hartman,2021,RW,MIN,1700000,0.021
Jared Boll,2015,RW,CBJ,1700000,0.024
Brian Boyle,2011,C,NYR,1700000,0.026
Jared Boll,2014,RW,CBJ,1700000,0.025
Chad LaRose,2012,C,CAR,1700000,0.024
Braydon Coburn,2020,D,NYI,1700000,0.021
Mark Stuart,2012,D,WPG,1700000,0.024
Brayden McNabb,2017,D,VGK,1700000,0.023
Oscar Lindberg,2017,C,VGK,1700000,0.023
Anton Stralman,2012,D,NYR,1700000,0.024
Brian Boyle,2012,C,NYR,1700000,0.024
Chris Stewart,2015,RW,ANA,1700000,0.024
Evander Kane,2014,LW,BUF,1693548,0.025
Mark Jankowski,2019,C,CGY,1675000,0.021
Mark Jankowski,2018,C,CGY,1675000,0.021
John Moore,2017,D,NJD,1666668,0.022
Cody Hodgson,2012,C,BUF,1666667,0.024
Mike Weber,2013,D,BUF,1666667,0.026
Mike Weber,2014,D,BUF,1666667,0.024
Cody Hodgson,2011,C,BUF,1666667,0.026
Mike Weber,2015,D,WAS,1666667,0.023
Noel Acciari,2021,C,FLA,1666666,0.02
John Moore,2016,D,NJD,1666666,0.023
Noel Acciari,2020,C,FLA,1666666,0.02
John Moore,2015,D,NJD,1666666,0.023
Noel Acciari,2019,C,FLA,1666666,0.02
Zach Bogosian,2014,D,BUF,1658986,0.024
Nick Holden,2017,D,BOS,1650000,0.022
Matt D'Agostini,2012,RW,NJD,1650000,0.024
Cedric Paquette,2020,C,CAR,1650000,0.021
Nate Thompson,2018,C,MTL,1650000,0.021
Melker Karlsson,2016,C,SJS,1650000,0.023
Anthony Duclair,2019,LW,OTT,1650000,0.02
Jack Campbell,2020,G,TOR,1650000,0.02
Michael Grabner,2017,RW,NJD,1650000,0.022
Cedric Paquette,2019,C,TBL,1650000,0.02
Nick Holden,2015,D,COL,1650000,0.023
Jack Campbell,2021,G,TOR,1650000,0.02
Michael Grabner,2016,RW,NYR,1650000,0.023
Nick Holden,2016,D,NYR,1650000,0.023
Sheldon Souray,2011,D,DAL,1650000,0.026
Nate Thompson,2017,C,LAK,1650000,0.022
Matt D'Agostini,2011,RW,STL,1650000,0.026
Kyle Turris,2021,C,EDM,1650000,0.02
Ray Emery,2013,G,PHI,1650000,0.026
Dean Kukan,2020,D,CBJ,1650000,0.02
Dean Kukan,2021,D,CBJ,1650000,0.02
Melker Karlsson,2015,C,SJS,1650000,0.023
Ilya Mikheyev,2020,LW,TOR,1645000,0.02
Ilya Mikheyev,2021,LW,TOR,1645000,0.02
Nicholas Ritchie,2018,LW,ANA,1640000,0.021
Derek Dorsett,2013,RW,NYR,1633333,0.025
Derek Dorsett,2014,RW,VAN,1633333,0.024
Scott Harrington,2020,D,CBJ,1633333,0.02
Scott Harrington,2021,D,CBJ,1633333,0.02
Derek Dorsett,2012,RW,NYR,1633333,0.023
Scott Harrington,2019,D,CBJ,1633333,0.02
Max Pacioretty,2012,LW,MTL,1625000,0.023
Michal Neuvirth,2015,G,PHI,1625000,0.023
Nicklas Grossman,2011,D,PHI,1625000,0.025
Max Pacioretty,2011,LW,MTL,1625000,0.025
Michal Neuvirth,2016,G,PHI,1625000,0.022
Adam Pelech,2018,D,NYI,1600000,0.02
Jake McCabe,2016,D,BUF,1600000,0.022
Jim Slater,2013,C,WPG,1600000,0.025
Adam Pelech,2019,D,NYI,1600000,0.02
Michael Raffl,2020,LW,WAS,1600000,0.02
Alex Stalock,2014,G,SJS,1600000,0.023
Kyle Clifford,2016,C,LAK,1600000,0.022
Robert Hagg,2021,D,BUF,1600000,0.02
Anders Bjork,2021,LW,BUF,1600000,0.02
Mike Santorelli,2012,RW,FLA,1600000,0.023
Nate Thompson,2014,C,ANA,1600000,0.024
Gregory Campbell,2013,C,BOS,1600000,0.025
Anders Bjork,2020,LW,BUF,1600000,0.02
Jake McCabe,2017,D,BUF,1600000,0.021
Zemgus Girgensons,2017,C,BUF,1600000,0.021
Robert Hagg,2020,D,PHI,1600000,0.02
Gregory Campbell,2014,C,BOS,1600000,0.025
Steve Staios,2011,D,NYI,1600000,0.025
Milan Jurcina,2011,D,NYI,1600000,0.025
Jim Slater,2014,C,WPG,1600000,0.023
Matt Hunwick,2012,D,COL,1600000,0.023
Nate Thompson,2016,C,ANA,1600000,0.022
Mike Santorelli,2011,RW,FLA,1600000,0.025
Zemgus Girgensons,2019,C,BUF,1600000,0.02
Michael Raffl,2019,LW,PHI,1600000,0.02
Kyle Clifford,2017,C,LAK,1600000,0.021
Kyle Clifford,2019,C,TOR,1600000,0.02
Adam Pelech,2017,D,NYI,1600000,0.021
Jake McCabe,2018,D,BUF,1600000,0.02
Zemgus Girgensons,2018,C,BUF,1600000,0.02
Gregory Campbell,2012,C,BOS,1600000,0.023
MacKenzie Weegar,2019,D,FLA,1600000,0.02
Kyle Clifford,2015,C,LAK,1600000,0.022
Jiri Tlusty,2013,LW,CAR,1600000,0.025
Jiri Tlusty,2012,LW,CAR,1600000,0.023
Adam Pelech,2020,D,NYI,1600000,0.02
Jim Slater,2012,C,WPG,1600000,0.023
Kyle Wellwood,2012,C,WPG,1600000,0.023
Nate Thompson,2015,C,ANA,1600000,0.022
Kyle Clifford,2018,C,LAK,1600000,0.02
Nate Thompson,2013,C,TBL,1600000,0.025
Filip Forsberg,2014,C,NSH,1594167,0.024
Dalton Prout,2016,D,NJD,1575000,0.022
Eric Gelinas,2015,D,COL,1575000,0.022
Adam McQuaid,2013,D,BOS,1566667,0.024
Adam McQuaid,2014,D,BOS,1566667,0.025
Adam McQuaid,2012,D,BOS,1566667,0.022
Evan Oberg,2011,D,TBL,1562500,0.024
Matt Hunwick,2011,D,COL,1550000,0.024
Alexander Burmistrov,2016,C,AZ,1550000,0.021
Alexander Burmistrov,2015,C,WPG,1550000,0.022
Jacob Markstrom,2016,G,VAN,1550000,0.021
Brendan Lemieux,2021,LW,LAK,1550000,0.019
Rudolfs Balcers,2021,LW,SJS,1550000,0.019
Darcy Kuemper,2016,G,MIN,1550000,0.021
Michael Leighton,2011,G,PHI,1550000,0.024
Brenden Morrow,2014,LW,TBL,1550000,0.023
Johan Larsson,2019,LW,BUF,1550000,0.019
Jacob Markstrom,2015,G,VAN,1550000,0.022
Brendan Lemieux,2020,LW,LAK,1550000,0.019
Taylor Pyatt,2012,LW,NYR,1550000,0.022
Eric Hartzell,2012,G,PIT,1536923,0.022
Lawson Crouse,2020,LW,AZ,1533333,0.019
Lawson Crouse,2019,LW,AZ,1533333,0.019
Lawson Crouse,2021,LW,AZ,1533333,0.019
Hampus Lindholm,2014,D,ANA,1531667,0.023
Jonathan Huberdeau,2014,LW,FLA,1531667,0.022
Magnus Paajarvi-Svensson,2012,LW,EDM,1525000,0.022
Trevor Lewis,2014,C,LAK,1525000,0.022
Magnus Paajarvi-Svensson,2011,LW,EDM,1525000,0.024
Trevor Lewis,2015,C,LAK,1525000,0.021
Alexandre Texier,2021,C,CBJ,1525000,0.019
Raffi Torres,2014,LW,SJS,1520000,0.022
Travis Moen,2014,LW,DAL,1511827,0.022
Jason Dickinson,2020,C,DAL,1500000,0.019
Andrej Sekera,2020,D,DAL,1500000,0.019
John Erskine,2011,D,WAS,1500000,0.023
Tomas Vokoun,2011,G,WAS,1500000,0.023
Robin Lehner,2018,G,NYI,1500000,0.019
Cody McCormick,2016,C,BUF,1500000,0.021
Ryan Jones,2012,RW,EDM,1500000,0.021
Jonas Gustavsson,2013,G,DET,1500000,0.023
Dan Ellis,2011,G,TBL,1500000,0.023
Brett Clark,2011,D,TBL,1500000,0.023
Jamie Langenbrunner,2012,RW,STL,1500000,0.021
Dominic Moore,2015,C,NYR,1500000,0.021
Brett Connolly,2017,RW,WAS,1500000,0.02
Phillip Grubauer,2017,G,WAS,1500000,0.02
Marcus Sorensen,2019,RW,SJS,1500000,0.019
Mike Rupp,2012,C,MIN,1500000,0.021
Samuel Blais,2021,LW,NYR,1500000,0.018
Zach Sanford,2020,LW,STL,1500000,0.019
Matt Niskanen,2011,D,PIT,1500000,0.023
Samuel Blais,2020,LW,STL,1500000,0.019
Pascal Dupuis,2011,LW,PIT,1500000,0.023
Steve Sullivan,2011,LW,PIT,1500000,0.023
Henrik Lundqvist,2020,G,WAS,1500000,0.019
Corey Perry,2019,RW,DAL,1500000,0.019
Garnet Hathaway,2020,RW,WAS,1500000,0.019
Andrej Sekera,2019,D,DAL,1500000,0.019
Jason Dickinson,2019,C,DAL,1500000,0.019
Luke Glendening,2021,C,DAL,1500000,0.019
Andrej Sekera,2021,D,DAL,1500000,0.019
Jani Hakanpaa,2021,D,DAL,1500000,0.019
Deryk Engelland,2018,D,VGK,1500000,0.019
Alexei Ponikarovsky,2011,LW,NJD,1500000,0.023
Aaron Rome,2012,D,DAL,1500000,0.021
Austin Watson,2020,LW,OTT,1500000,0.018
Petr Mrazek,2018,G,CAR,1500000,0.019
Nick Cousins,2021,C,NSH,1500000,0.018
Jay McClement,2013,C,TOR,1500000,0.023
Keith Ballard,2014,D,MIN,1500000,0.022
Mikael Backlund,2014,C,CGY,1500000,0.022
Ryan Jones,2011,RW,EDM,1500000,0.023
Francis Bouillon,2013,D,MTL,1500000,0.023
Zach Sanford,2019,LW,STL,1500000,0.018
Douglas Murray,2013,D,MTL,1500000,0.023
Alexander Burmistrov,2011,C,WPG,1500000,0.023
Laurent Brossoit,2020,G,WPG,1500000,0.018
Marcus Kruger,2015,C,CHI,1500000,0.021
Christian Ehrhoff,2015,D,CHI,1500000,0.021
Eric Fehr,2014,C,WAS,1500000,0.022
Patrick Maroon,2015,LW,EDM,1500000,0.021
Dominic Moore,2014,C,NYR,1500000,0.022
Garnet Hathaway,2019,RW,WAS,1500000,0.019
Mikael Backlund,2013,C,CGY,1500000,0.023
Kris Russell,2013,D,CGY,1500000,0.023
Josh Archibald,2020,RW,EDM,1500000,0.019
Mike Smith,2020,G,EDM,1500000,0.019
Tyler Bozak,2011,C,TOR,1500000,0.023
Jose Theodore,2012,G,FLA,1500000,0.021
Brett Connolly,2018,RW,WAS,1500000,0.019
Thomas Greiss,2016,G,NYI,1500000,0.021
Drake Caggiula,2018,C,CHI,1500000,0.019
Juuse Saros,2020,G,NSH,1500000,0.018
Pascal Dupuis,2012,LW,PIT,1500000,0.021
Derek Grant,2021,LW,ANA,1500000,0.018
Nick Cousins,2020,C,NSH,1500000,0.018
Austin Watson,2021,LW,OTT,1500000,0.018
Derek Grant,2020,LW,ANA,1500000,0.018
Mike Reilly,2019,D,OTT,1500000,0.018
Francis Bouillon,2012,D,MTL,1500000,0.021
Brian Elliott,2020,G,PHI,1500000,0.018
Jason Demers,2013,D,SJS,1500000,0.023
Patrick Maroon,2017,LW,NJD,1500000,0.02
Matt Carkner,2012,D,NYI,1500000,0.021
Wayne Simmonds,2020,RW,TOR,1500000,0.018
John Erskine,2012,D,WAS,1500000,0.021
Drake Caggiula,2019,C,CHI,1500000,0.018
Vincent Hinostroza,2019,C,AZ,1500000,0.018
Chris Tanev,2013,D,VAN,1500000,0.023
Jay Harrison,2014,D,WPG,1500000,0.022
Pierre-Alexandre Parenteau,2015,RW,TOR,1500000,0.021
Travis Dermott,2021,D,TOR,1500000,0.018
Juuse Saros,2018,G,NSH,1500000,0.019
Travis Moen,2011,LW,MTL,1500000,0.023
Radek Dvorak,2011,RW,DAL,1500000,0.023
Jose Theodore,2011,G,FLA,1500000,0.023
Connor Carrick,2020,D,NJD,1500000,0.018
Juuse Saros,2019,G,NSH,1500000,0.018
Garnet Hathaway,2021,RW,WAS,1500000,0.019
Conor Sheary,2021,LW,WAS,1500000,0.019
Matt Carkner,2013,D,NYI,1500000,0.023
Cody McCormick,2015,C,BUF,1500000,0.021
Vincent Hinostroza,2018,C,AZ,1500000,0.019
Jean-Sebastien Giguere,2013,G,COL,1500000,0.023
Brenden Morrow,2013,LW,STL,1500000,0.023
Gregory Campbell,2015,C,CBJ,1500000,0.021
Josh Archibald,2021,RW,EDM,1500000,0.019
Chris Mason,2012,G,NSH,1500000,0.021
Chris Neil,2016,RW,OTT,1500000,0.021
Viktor Stalberg,2016,LW,OTT,1500000,0.021
Jay McClement,2012,C,TOR,1500000,0.021
Yannick Weber,2015,D,VAN,1500000,0.021
Steve Mason,2013,G,PHI,1500000,0.023
Tyler Bozak,2012,C,TOR,1500000,0.021
Mike Rupp,2011,C,NYR,1500000,0.023
Connor Carrick,2019,D,NJD,1500000,0.018
Jay Harrison,2013,D,CAR,1500000,0.023
Eric Fehr,2013,C,WAS,1500000,0.023
Nick Spaling,2013,LW,NSH,1500000,0.023
Brian Campbell,2016,D,CHI,1500000,0.022
Matt Martin,2021,LW,NYI,1500000,0.019
Matt Martin,2020,LW,NYI,1500000,0.018
Cody McCormick,2014,C,BUF,1500000,0.022
Marek Zidlicky,2015,D,NYI,1500000,0.021
Marcus Sorensen,2020,RW,SJS,1500000,0.018
Thomas Greiss,2015,G,NYI,1500000,0.021
Mike Reilly,2020,D,BOS,1500000,0.019
Alexander Burmistrov,2012,C,WPG,1500000,0.021
Patrick Maroon,2016,LW,EDM,1500000,0.021
Zack Kassian,2016,RW,EDM,1500000,0.021
Mike Rupp,2013,C,MIN,1500000,0.024
Keith Ballard,2013,D,MIN,1500000,0.024
Jaroslav Halak,2021,G,VAN,1500000,0.019
Martin Havlat,2014,LW,NJD,1500000,0.023
Josh Leivo,2019,LW,VAN,1500000,0.018
Ben Hutton,2019,D,LAK,1500000,0.018
Nicholas Ritchie,2019,LW,BOS,1498925,0.018
Nicholas Ritchie,2020,LW,BOS,1498925,0.019
Joel Eriksson Ek,2020,C,MIN,1487500,0.018
Joel Eriksson Ek,2019,C,MIN,1487500,0.018
