PLAYER,YEAR,POS,TEAM,CAP HIT,SALARY PERCENTAGE
Wojtek Wolski,2011,LW,FLA,3800000,0.059
Justin Braun,2019,D,PHI,3800000,0.047
Antti Niemi,2012,G,SJS,3800000,0.054
Justin Braun,2017,D,SJS,3800000,0.051
Justin Braun,2015,D,SJS,3800000,0.053
Matt Beleskey,2017,LW,NYR,3800000,0.051
Karri Ramo,2015,G,CGY,3800000,0.053
Rickard Rakell,2020,C,ANA,3789444,0.047
Rickard Rakell,2021,C,ANA,3789444,0.047
Rickard Rakell,2019,C,ANA,3789444,0.047
Rickard Rakell,2018,C,ANA,3789444,0.048
Rickard Rakell,2017,C,ANA,3789444,0.051
Roman Cervenka,2012,C,CGY,3775000,0.054
Kyle Quincey,2012,D,DET,3775000,0.054
Kyle Quincey,2013,D,DET,3775000,0.059
Sergei Gonchar,2014,D,MTL,3759139,0.055
Jaroslav Halak,2012,G,STL,3750000,0.053
Brooks Orpik,2011,D,PIT,3750000,0.058
Brendan Gallagher,2017,RW,MTL,3750000,0.05
Brendan Gallagher,2015,RW,MTL,3750000,0.053
Pascal Dupuis,2016,LW,PIT,3750000,0.051
Brendan Gallagher,2020,RW,MTL,3750000,0.046
Mattias Ekholm,2021,D,NSH,3750000,0.046
Pascal Dupuis,2013,LW,PIT,3750000,0.058
Brooks Orpik,2013,D,PIT,3750000,0.058
Nikolai Khabibulin,2011,G,EDM,3750000,0.058
Mattias Ekholm,2017,D,NSH,3750000,0.05
R.J. Umberger,2011,C,CBJ,3750000,0.058
Antoine Vermette,2011,C,CBJ,3750000,0.058
Brooks Orpik,2012,D,PIT,3750000,0.053
Brendan Gallagher,2018,RW,MTL,3750000,0.047
Tyson Barrie,2020,D,EDM,3750000,0.046
Anders Lee,2016,C,NYI,3750000,0.051
Sami Salo,2012,D,TBL,3750000,0.053
Brendan Gallagher,2019,RW,MTL,3750000,0.046
Antoine Vermette,2015,C,AZ,3750000,0.053
Mikael Granlund,2020,C,NSH,3750000,0.046
Mattias Ekholm,2020,D,NSH,3750000,0.046
Erik Johnson,2014,D,COL,3750000,0.054
Claude Giroux,2011,C,PHI,3750000,0.058
Dan Hamhuis,2016,D,DAL,3750000,0.051
David Krejci,2011,C,BOS,3750000,0.058
Erik Johnson,2012,D,COL,3750000,0.053
Jakob Silfverberg,2016,RW,ANA,3750000,0.051
Erik Johnson,2015,D,COL,3750000,0.053
Mikkel Boedker,2015,LW,COL,3750000,0.053
David Perron,2016,LW,STL,3750000,0.052
Mattias Ekholm,2018,D,NSH,3750000,0.047
Matthew Murray,2017,G,PIT,3750000,0.05
Mattias Ekholm,2019,D,NSH,3750000,0.046
Erik Johnson,2013,D,COL,3750000,0.058
Claude Giroux,2012,C,PHI,3750000,0.053
Tanner Pearson,2017,LW,LAK,3750000,0.05
Jaroslav Halak,2011,G,STL,3750000,0.058
Pascal Dupuis,2015,LW,PIT,3750000,0.053
Anders Lee,2017,C,NYI,3750000,0.048
Tanner Pearson,2020,LW,VAN,3750000,0.047
Brendan Gallagher,2016,RW,MTL,3750000,0.051
Boone Jenner,2020,C,CBJ,3750000,0.046
Claude Giroux,2013,C,PHI,3750000,0.059
Boone Jenner,2021,C,CBJ,3750000,0.046
Jakob Silfverberg,2018,RW,ANA,3750000,0.047
Boone Jenner,2018,C,CBJ,3750000,0.047
Tobias Enstrom,2012,D,WPG,3750000,0.053
Anders Lee,2015,C,NYI,3750000,0.053
John Oduya,2016,D,CHI,3750000,0.054
Dan Hamhuis,2017,D,DAL,3750000,0.048
David Perron,2017,LW,VGK,3750000,0.05
Matthew Murray,2019,G,PIT,3750000,0.046
Jakob Silfverberg,2015,RW,ANA,3750000,0.053
Jakob Silfverberg,2017,RW,ANA,3750000,0.05
Matthew Murray,2018,G,PIT,3750000,0.047
Boone Jenner,2019,C,CBJ,3750000,0.046
Tanner Pearson,2018,LW,VAN,3750000,0.047
Mattias Ekholm,2016,D,NSH,3750000,0.051
Brad Stuart,2011,D,DET,3750000,0.058
Paul Stastny,2021,C,WPG,3750000,0.046
Tanner Pearson,2019,LW,VAN,3750000,0.046
John Oduya,2015,D,DAL,3750000,0.053
Marcus Johansson,2015,C,WAS,3750000,0.053
Sami Salo,2013,D,TBL,3750000,0.058
Nikolai Khabibulin,2012,G,EDM,3750000,0.053
Pascal Dupuis,2014,LW,PIT,3750000,0.054
Anders Lee,2018,C,NYI,3750000,0.047
Will Butcher,2021,D,BUF,3733333,0.046
Will Butcher,2020,D,NJD,3733333,0.046
Will Butcher,2019,D,NJD,3733333,0.046
Chris Kunitz,2011,LW,PIT,3725000,0.058
Chris Kunitz,2013,LW,PIT,3725000,0.058
Chris Kunitz,2012,LW,PIT,3725000,0.053
Patrik Berglund,2015,C,STL,3700000,0.052
Filip Kuba,2011,D,OTT,3700000,0.058
Braydon Coburn,2017,D,TBL,3700000,0.049
Dominik Kubalik,2021,LW,CHI,3700000,0.046
Dominik Kubalik,2020,LW,CHI,3700000,0.046
Patrik Berglund,2014,C,STL,3700000,0.054
Braydon Coburn,2018,D,TBL,3700000,0.047
Simon Despres,2016,D,ANA,3700000,0.051
Patrik Berglund,2016,C,STL,3700000,0.051
Braydon Coburn,2016,D,TBL,3700000,0.051
Matthew Grzelcyk,2021,D,BOS,3687500,0.046
Matthew Grzelcyk,2020,D,BOS,3687500,0.046
Jake DeBrusk,2021,LW,BOS,3675000,0.046
Justin Schultz,2014,D,EDM,3675000,0.053
Jake DeBrusk,2020,LW,BOS,3675000,0.046
Jacob Markstrom,2019,G,VAN,3666668,0.045
Troy Brouwer,2015,RW,STL,3666667,0.052
Sheldon Souray,2012,D,ANA,3666667,0.052
Sheldon Souray,2014,D,ANA,3666667,0.054
Troy Brouwer,2014,RW,WAS,3666667,0.053
Sheldon Souray,2013,D,ANA,3666667,0.057
Troy Brouwer,2013,RW,WAS,3666667,0.057
Cameron Talbot,2020,G,MIN,3666666,0.045
Cameron Talbot,2021,G,MIN,3666666,0.045
Jacob Markstrom,2017,G,VAN,3666666,0.049
Jacob Markstrom,2018,G,VAN,3666666,0.046
Justin Williams,2014,RW,LAK,3650000,0.053
Ryan Suter,2021,D,DAL,3650000,0.045
Justin Williams,2013,RW,LAK,3650000,0.057
Sam Reinhart,2019,C,BUF,3650000,0.045
Sam Reinhart,2018,C,BUF,3650000,0.046
Justin Williams,2012,RW,LAK,3650000,0.052
Justin Williams,2011,RW,LAK,3650000,0.057
Barclay Goodrow,2021,LW,NYR,3641666,0.045
Mark Fayne,2015,D,EDM,3625000,0.051
Matt Read,2017,RW,PHI,3625000,0.049
Ryane Clowe,2011,LW,SJS,3625000,0.056
Matt Read,2015,RW,PHI,3625000,0.051
Barret Jackman,2011,D,STL,3625000,0.056
Mark Fayne,2014,D,EDM,3625000,0.053
Matt Read,2014,RW,PHI,3625000,0.053
Ryane Clowe,2012,LW,NYR,3625000,0.052
Matt Read,2016,RW,PHI,3625000,0.05
Mattias Ohlund,2011,D,TBL,3607143,0.056
Mattias Ohlund,2015,D,TBL,3607143,0.051
Mattias Ohlund,2012,D,TBL,3607143,0.051
Mattias Ohlund,2014,D,TBL,3607143,0.053
Mattias Ohlund,2013,D,TBL,3607143,0.056
Cory Sarich,2011,D,CGY,3600000,0.056
Thomas Greiss,2020,G,DET,3600000,0.044
Connor Brown,2020,RW,OTT,3600000,0.044
Luca Sbisa,2016,D,VAN,3600000,0.05
Luke Schenn,2011,D,TOR,3600000,0.056
Connor Brown,2021,RW,OTT,3600000,0.044
Thomas Greiss,2021,G,DET,3600000,0.044
Brad Stuart,2014,D,COL,3600000,0.052
Brad Stuart,2013,D,SJS,3600000,0.056
Brad Stuart,2015,D,COL,3600000,0.051
Luke Schenn,2012,D,PHI,3600000,0.051
Brad Stuart,2012,D,SJS,3600000,0.051
Luca Sbisa,2015,D,VAN,3600000,0.05
Luke Schenn,2015,D,LAK,3600000,0.051
Luke Schenn,2014,D,PHI,3600000,0.052
Luke Schenn,2013,D,PHI,3600000,0.056
Luca Sbisa,2017,D,VGK,3600000,0.048
Jarret Stoll,2011,C,LAK,3600000,0.056
Mikael Backlund,2016,C,CGY,3575000,0.049
Mikael Backlund,2017,C,CGY,3575000,0.048
Mikael Backlund,2015,C,CGY,3575000,0.05
Kari Lehtonen,2012,G,DAL,3550000,0.051
Brent Burns,2011,D,SJS,3550000,0.055
Kari Lehtonen,2011,G,DAL,3550000,0.055
Jochen Hecht,2011,C,BUF,3525000,0.055
Vladimir Sobotka,2017,LW,STL,3500000,0.047
Vaclav Prospal,2011,LW,TBL,3500000,0.054
Cal Clutterbuck,2019,RW,NYI,3500000,0.043
Michael Stone,2018,D,CGY,3500000,0.044
Lars Eller,2017,C,WAS,3500000,0.047
Tristan Jarry,2021,G,PIT,3500000,0.043
Matt Cullen,2012,C,MIN,3500000,0.05
Bryan Rust,2021,RW,PIT,3500000,0.043
Kris Letang,2011,D,PIT,3500000,0.054
Matt Stajan,2011,C,CGY,3500000,0.054
Alex Tanguay,2011,RW,CGY,3500000,0.054
Mark Stone,2017,RW,OTT,3500000,0.043
Lars Eller,2020,C,WAS,3500000,0.043
Eric Staal,2018,C,MIN,3500000,0.044
Tyler Bertuzzi,2020,LW,DET,3500000,0.043
David Desharnais,2015,C,MTL,3500000,0.049
Lars Eller,2015,C,MTL,3500000,0.049
Niklas Hjalmarsson,2012,D,CHI,3500000,0.05
Michael Ryder,2013,RW,NJD,3500000,0.054
Ben Chiarot,2020,D,MTL,3500000,0.043
Joel Edmundson,2020,D,MTL,3500000,0.043
Andrei Vasilevskiy,2017,G,TBL,3500000,0.047
Chris Tierney,2020,C,OTT,3500000,0.043
Kris Letang,2013,D,PIT,3500000,0.054
Matt Cullen,2011,C,MIN,3500000,0.054
Cameron Atkinson,2016,RW,CBJ,3500000,0.048
Kyle Turris,2015,C,OTT,3500000,0.049
Mark Stone,2015,RW,OTT,3500000,0.049
Ladislav Smid,2014,D,CGY,3500000,0.051
Brett Connolly,2021,RW,CHI,3500000,0.043
Nick Schultz,2011,D,EDM,3500000,0.054
Erik Gudbranson,2016,D,VAN,3500000,0.048
Niklas Hjalmarsson,2013,D,CHI,3500000,0.054
Bryan Allen,2012,D,ANA,3500000,0.05
David Desharnais,2013,C,MTL,3500000,0.054
Francois Beauchemin,2012,D,ANA,3500000,0.05
Kyle Turris,2017,C,NSH,3500000,0.047
John Oduya,2011,D,WPG,3500000,0.054
Alexander Edler,2021,D,LAK,3500000,0.043
Matt Stajan,2013,C,CGY,3500000,0.054
Francois Beauchemin,2014,D,ANA,3500000,0.052
Scottie Upshall,2012,LW,FLA,3500000,0.05
Lars Eller,2019,C,WAS,3500000,0.044
Mats Zuccarello-Aasen,2014,RW,NYR,3500000,0.051
Matthew Lombardi,2011,C,TOR,3500000,0.054
Kris Letang,2012,D,PIT,3500000,0.05
Brett Connolly,2020,RW,CHI,3500000,0.044
Lars Eller,2018,C,WAS,3500000,0.044
Ladislav Smid,2016,D,CGY,3500000,0.048
Ben Chiarot,2019,D,MTL,3500000,0.043
Alex Tanguay,2015,RW,AZ,3500000,0.049
Mike Ribeiro,2015,C,NSH,3500000,0.049
Nicklas Grossman,2015,D,AZ,3500000,0.049
Chris Tierney,2021,C,OTT,3500000,0.043
Alex Tanguay,2014,RW,COL,3500000,0.051
Michael Ryder,2012,RW,MTL,3500000,0.05
Ron Hainsey,2019,D,OTT,3500000,0.043
Alex Tanguay,2012,RW,CGY,3500000,0.05
Kyle Turris,2013,C,OTT,3500000,0.054
Matt Stajan,2012,C,CGY,3500000,0.05
Alexander Kerfoot,2020,C,TOR,3500000,0.043
Willie Mitchell,2013,D,LAK,3500000,0.054
Lars Eller,2016,C,WAS,3500000,0.048
Lars Eller,2014,C,MTL,3500000,0.051
David Desharnais,2014,C,MTL,3500000,0.051
Andrei Vasilevskiy,2019,G,TBL,3500000,0.043
Eric Staal,2016,C,MIN,3500000,0.048
Andrei Vasilevskiy,2018,G,TBL,3500000,0.044
Matt Duchene,2012,C,COL,3500000,0.05
Kyle Turris,2014,C,OTT,3500000,0.051
Alexander Kerfoot,2021,C,TOR,3500000,0.043
Michael Ryder,2011,RW,DAL,3500000,0.054
J.T Compher,2021,C,COL,3500000,0.044
Jaromir Jagr,2015,RW,FLA,3500000,0.049
Scottie Upshall,2011,LW,FLA,3500000,0.054
Vladimir Sobotka,2016,LW,STL,3500000,0.048
J.T Compher,2020,C,COL,3500000,0.043
Lars Eller,2021,C,WAS,3500000,0.043
Vladimir Sobotka,2019,LW,BUF,3500000,0.043
Cameron Atkinson,2017,RW,CBJ,3500000,0.047
Erik Gudbranson,2017,D,VAN,3500000,0.047
Brandon Tanev,2020,C,PIT,3500000,0.043
Matt Duchene,2013,C,COL,3500000,0.054
Bryan Rust,2020,RW,PIT,3500000,0.043
Tristan Jarry,2020,G,PIT,3500000,0.043
Alex Tanguay,2013,RW,COL,3500000,0.054
Nicklas Grossman,2012,D,PHI,3500000,0.05
Simon Gagne,2012,LW,PHI,3500000,0.05
Vladimir Sobotka,2018,LW,BUF,3500000,0.044
Tuukka Rask,2012,G,BOS,3500000,0.05
J.T Compher,2019,C,COL,3500000,0.043
Cal Clutterbuck,2017,RW,NYI,3500000,0.045
Matt Cullen,2014,C,NSH,3500000,0.052
Micheal Ferland,2020,LW,VAN,3500000,0.044
Alexander Kerfoot,2019,C,TOR,3500000,0.043
Willie Mitchell,2012,D,LAK,3500000,0.05
Cameron Atkinson,2015,RW,CBJ,3500000,0.049
Niklas Hjalmarsson,2011,D,CHI,3500000,0.054
Bryan Allen,2013,D,ANA,3500000,0.054
Brandon Tanev,2021,C,SEA,3500000,0.043
Brett Connolly,2019,RW,FLA,3500000,0.043
Kyle Turris,2016,C,OTT,3500000,0.048
Chris Driedger,2021,G,SEA,3500000,0.043
Mark Stone,2016,RW,OTT,3500000,0.048
Francois Beauchemin,2013,D,ANA,3500000,0.054
Nicklas Grossman,2014,D,PHI,3500000,0.051
Matt Cullen,2013,C,NSH,3500000,0.054
Nicklas Grossman,2013,D,PHI,3500000,0.055
Michael Stone,2017,D,CGY,3500000,0.047
Ryan Suter,2011,D,NSH,3500000,0.054
Cal Clutterbuck,2020,RW,NYI,3500000,0.043
Cal Clutterbuck,2021,RW,NYI,3500000,0.044
Brandon Tanev,2019,C,PIT,3500000,0.043
Roman Hamrlik,2012,D,NYR,3500000,0.05
Bryan Rust,2019,RW,PIT,3500000,0.043
Eric Staal,2017,C,MIN,3500000,0.047
Micheal Ferland,2021,LW,VAN,3500000,0.043
Bryan Rust,2018,RW,PIT,3500000,0.044
Scottie Upshall,2014,LW,FLA,3500000,0.051
Ladislav Smid,2015,D,CGY,3500000,0.049
Michael Ryder,2014,RW,NJD,3500000,0.053
Simon Gagne,2011,LW,LAK,3500000,0.054
Ben Chiarot,2021,D,MTL,3500000,0.043
Willie Mitchell,2011,D,LAK,3500000,0.054
Joel Edmundson,2021,D,MTL,3500000,0.043
Micheal Ferland,2019,LW,VAN,3500000,0.043
David Savard,2021,D,MTL,3500000,0.043
Scottie Upshall,2013,LW,FLA,3500000,0.054
Nick Schultz,2012,D,EDM,3500000,0.05
Roman Hamrlik,2011,D,WAS,3500000,0.054
Devan Dubnyk,2012,G,EDM,3500000,0.05
Daniel Alfredsson,2013,RW,DET,3500000,0.054
Cal Clutterbuck,2018,RW,NYI,3500000,0.044
Brandon Montour,2021,D,FLA,3500000,0.043
Matt Carle,2011,D,PHI,3437500,0.054
Reilly Smith,2016,RW,FLA,3425000,0.048
Reilly Smith,2015,RW,FLA,3425000,0.048
Niklas Backstrom,2014,G,MIN,3416667,0.05
Niklas Backstrom,2013,G,MIN,3416667,0.054
Niklas Backstrom,2015,G,CGY,3416667,0.048
Torey Krug,2015,D,BOS,3400000,0.048
James Reimer,2016,G,FLA,3400000,0.048
Dainius Zubrus,2012,RW,NJD,3400000,0.048
Dainius Zubrus,2011,RW,NJD,3400000,0.053
James Reimer,2020,G,CAR,3400000,0.042
Paul Byron,2020,C,MTL,3400000,0.042
Jason Demers,2014,D,DAL,3400000,0.049
James Reimer,2019,G,CAR,3400000,0.042
Paul Byron,2019,C,MTL,3400000,0.042
James Reimer,2017,G,FLA,3400000,0.045
Andreas Johnsson,2021,LW,NJD,3400000,0.042
Andreas Johnsson,2020,LW,NJD,3400000,0.042
James Reimer,2018,G,FLA,3400000,0.043
Andreas Johnsson,2019,LW,TOR,3400000,0.042
Rob Scuderi,2012,D,LAK,3400000,0.048
Pekka Rinne,2011,G,NSH,3400000,0.053
Rob Scuderi,2011,D,LAK,3400000,0.053
Jason Demers,2015,D,DAL,3400000,0.048
Paul Byron,2021,C,MTL,3400000,0.042
Joel Armia,2021,RW,MTL,3400000,0.042
Brandon Montour,2019,D,BUF,3387500,0.042
Brandon Montour,2018,D,BUF,3387500,0.043
John Oduya,2014,D,CHI,3375000,0.049
Henrik Tallinder,2012,D,NJD,3375000,0.048
Henrik Tallinder,2011,D,NJD,3375000,0.053
John Oduya,2012,D,CHI,3375000,0.048
Dave Bolland,2012,C,CHI,3375000,0.048
Ryan Dzingel,2020,C,OTT,3375000,0.041
Rob Scuderi,2013,D,PIT,3375000,0.053
Dave Bolland,2013,C,TOR,3375000,0.053
John Oduya,2013,D,CHI,3375000,0.053
Ryan Dzingel,2019,C,CAR,3375000,0.041
Dave Bolland,2011,C,CHI,3375000,0.053
Rob Scuderi,2015,D,LAK,3375000,0.047
Henrik Tallinder,2013,D,BUF,3375000,0.053
Rob Scuderi,2014,D,PIT,3375000,0.049
Sven Baertschi,2018,LW,VAN,3367000,0.042
Johnny Boychuk,2014,D,NYI,3366667,0.049
Johnny Boychuk,2013,D,BOS,3366667,0.052
Johnny Boychuk,2012,D,BOS,3366667,0.048
Alexander Steen,2012,LW,STL,3362500,0.048
Alexander Steen,2011,LW,STL,3362500,0.052
Alexander Steen,2013,LW,STL,3362500,0.052
Casey Cizikas,2018,C,NYI,3350000,0.042
Casey Cizikas,2019,C,NYI,3350000,0.041
Jakub Vrana,2020,LW,DET,3350000,0.041
Jakub Vrana,2019,LW,WAS,3350000,0.042
Radko Gudas,2019,D,WAS,3350000,0.042
Radko Gudas,2017,D,PHI,3350000,0.045
Casey Cizikas,2016,C,NYI,3350000,0.046
Michael Grabner,2019,RW,AZ,3350000,0.041
Radko Gudas,2018,D,PHI,3350000,0.042
Michael Grabner,2018,RW,AZ,3350000,0.042
Casey Cizikas,2017,C,NYI,3350000,0.043
Casey Cizikas,2020,C,NYI,3350000,0.041
Radko Gudas,2016,D,PHI,3350000,0.046
Jamie McGinn,2018,LW,FLA,3333334,0.042
Thomas Greiss,2018,G,NYI,3333333,0.042
Thomas Greiss,2019,G,NYI,3333333,0.041
Jamie McGinn,2016,LW,AZ,3333333,0.046
Anton Khudobin,2021,G,DAL,3333333,0.041
Rene Bourque,2013,LW,MTL,3333333,0.052
Tyler Johnson,2015,C,TBL,3333333,0.047
Ondrej Palat,2015,LW,TBL,3333333,0.047
Rene Bourque,2012,LW,MTL,3333333,0.048
Jamie McGinn,2017,LW,FLA,3333333,0.044
Rene Bourque,2011,LW,MTL,3333333,0.052
Phillip Grubauer,2020,G,COL,3333333,0.041
Tyler Johnson,2014,C,TBL,3333333,0.049
Ondrej Palat,2014,LW,TBL,3333333,0.049
Phillip Grubauer,2018,G,COL,3333333,0.042
Phillip Grubauer,2019,G,COL,3333333,0.041
Thomas Greiss,2017,G,NYI,3333333,0.043
Rene Bourque,2015,LW,CBJ,3333333,0.047
Tyler Johnson,2016,C,TBL,3333333,0.046
Ondrej Palat,2016,LW,TBL,3333333,0.046
Anton Khudobin,2020,G,DAL,3333333,0.043
Cody Franson,2016,D,BUF,3325000,0.046
Dan Girardi,2013,D,NYR,3325000,0.052
Cody Franson,2015,D,BUF,3325000,0.047
Dan Girardi,2011,D,NYR,3325000,0.052
Dan Girardi,2012,D,NYR,3325000,0.047
Cam Ward,2017,G,CAR,3300000,0.044
Josh Bailey,2014,LW,NYI,3300000,0.048
Trevor Daley,2016,D,PIT,3300000,0.045
Trevor Daley,2012,D,DAL,3300000,0.047
Stephane Robidas,2012,D,DAL,3300000,0.047
Trevor Daley,2014,D,DAL,3300000,0.048
Anthony Mantha,2018,RW,DET,3300000,0.042
Anthony Mantha,2019,RW,DET,3300000,0.041
Josh Bailey,2016,LW,NYI,3300000,0.045
Jaromir Jagr,2011,RW,PHI,3300000,0.051
Michael Frolik,2014,RW,WPG,3300000,0.048
Trevor Daley,2013,D,DAL,3300000,0.051
Trevor Daley,2011,D,DAL,3300000,0.051
Stephane Robidas,2011,D,DAL,3300000,0.051
Josh Bailey,2013,LW,NYI,3300000,0.051
Cam Ward,2016,G,CAR,3300000,0.045
Trevor Daley,2015,D,PIT,3300000,0.046
Josh Bailey,2017,LW,NYI,3300000,0.043
Calvin de Haan,2017,D,NYI,3300000,0.043
Brandon Sutter,2015,C,VAN,3300000,0.046
Josh Bailey,2015,LW,NYI,3300000,0.046
Brandon Sutter,2014,C,PIT,3300000,0.048
Artem Anisimov,2013,C,CBJ,3283333,0.051
Artem Anisimov,2015,C,CHI,3283333,0.047
Artem Anisimov,2014,C,CBJ,3283333,0.048
Marco Scandella,2020,D,STL,3275000,0.041
Joel Ward,2016,RW,SJS,3275000,0.045
Joel Ward,2017,RW,SJS,3275000,0.044
Joel Ward,2015,RW,SJS,3275000,0.046
Marco Scandella,2021,D,STL,3275000,0.04
Brenden Dillon,2018,D,SJS,3270000,0.041
Brenden Dillon,2019,D,WAS,3270000,0.041
Brenden Dillon,2016,D,SJS,3270000,0.045
Brenden Dillon,2017,D,SJS,3270000,0.044
Brenden Dillon,2015,D,SJS,3270000,0.046
MacKenzie Weegar,2021,D,FLA,3250000,0.04
Pavel Buchnevich,2020,LW,NYR,3250000,0.042
Andrew Cogliano,2018,LW,DAL,3250000,0.041
Jonathan Huberdeau,2016,LW,FLA,3250000,0.045
Andrew Cogliano,2019,LW,DAL,3250000,0.04
Jarret Stoll,2014,C,LAK,3250000,0.047
Zack Smith,2017,C,OTT,3250000,0.04
Radek Faksa,2021,C,DAL,3250000,0.04
Alexander Edler,2012,D,VAN,3250000,0.046
Eric Staal,2019,C,MIN,3250000,0.04
Eric Staal,2020,C,MTL,3250000,0.04
Pavel Buchnevich,2019,LW,NYR,3250000,0.04
Rich Peverley,2014,RW,DAL,3250000,0.047
Tyler Toffoli,2016,RW,LAK,3250000,0.045
Jay Bouwmeester,2019,D,STL,3250000,0.04
Andrew Ference,2015,D,EDM,3250000,0.046
Clayton Stoner,2014,D,ANA,3250000,0.048
Clarke MacArthur,2011,LW,TOR,3250000,0.051
Zack Smith,2020,C,CHI,3250000,0.04
Dennis Seidenberg,2013,D,BOS,3250000,0.051
Zack Smith,2018,C,OTT,3250000,0.041
Paul Gaustad,2015,C,NSH,3250000,0.046
Pius Suter,2021,C,DET,3250000,0.04
Jan Hejda,2014,D,COL,3250000,0.047
Travis Sanheim,2020,D,PHI,3250000,0.04
Andrew Ference,2013,D,EDM,3250000,0.051
Clarke MacArthur,2013,LW,OTT,3250000,0.051
Justin Williams,2016,RW,WAS,3250000,0.045
Jarret Stoll,2013,C,LAK,3250000,0.051
Dennis Seidenberg,2011,D,BOS,3250000,0.051
Zack Smith,2019,C,CHI,3250000,0.04
Jan Hejda,2012,D,COL,3250000,0.046
Clayton Stoner,2016,D,ANA,3250000,0.045
Clarke MacArthur,2014,LW,OTT,3250000,0.047
Rich Peverley,2013,RW,DAL,3250000,0.051
Jonathan Huberdeau,2015,LW,FLA,3250000,0.046
MacKenzie Weegar,2020,D,FLA,3250000,0.04
Jonathan Ericsson,2012,D,DET,3250000,0.046
Evgeni Nabokov,2013,G,NYI,3250000,0.051
Alexander Edler,2011,D,VAN,3250000,0.051
Travis Sanheim,2019,D,PHI,3250000,0.04
Jan Hejda,2013,D,COL,3250000,0.051
Andrew Ference,2014,D,EDM,3250000,0.047
Patrik Berglund,2013,C,STL,3250000,0.051
Paul Gaustad,2014,C,NSH,3250000,0.049
Dennis Seidenberg,2012,D,BOS,3250000,0.046
Andre Burakovsky,2019,LW,COL,3250000,0.04
Rich Peverley,2012,RW,BOS,3250000,0.046
Cody Ceci,2021,D,EDM,3250000,0.04
Dustin Penner,2012,RW,LAK,3250000,0.046
Paul Gaustad,2012,C,NSH,3250000,0.046
Jarret Stoll,2012,C,LAK,3250000,0.046
Clarke MacArthur,2012,LW,TOR,3250000,0.046
Tyler Toffoli,2015,RW,LAK,3250000,0.046
Paul Gaustad,2013,C,NSH,3250000,0.051
Andrei Kostitsyn,2011,LW,NSH,3250000,0.051
Clayton Stoner,2017,D,VGK,3250000,0.043
Jack Johnson,2019,D,PIT,3250000,0.04
Clayton Stoner,2015,D,ANA,3250000,0.046
Andrew Ference,2016,D,EDM,3250000,0.045
Tanner Pearson,2021,LW,VAN,3250000,0.04
Jack Johnson,2018,D,PIT,3250000,0.041
Adam Lowry,2021,LW,WPG,3250000,0.04
Jonathan Ericsson,2011,D,DET,3250000,0.051
Justin Williams,2015,RW,WAS,3250000,0.046
Andrew Cogliano,2020,LW,DAL,3250000,0.041
Radek Faksa,2020,C,DAL,3250000,0.041
Jonathan Ericsson,2013,D,DET,3250000,0.051
Jan Hejda,2011,D,COL,3250000,0.051
Derick Brassard,2013,C,NYR,3200000,0.05
Charlie Coyle,2019,C,BOS,3200000,0.039
Zbynek Michalek,2016,D,AZ,3200000,0.044
Kasperi Kapanen,2021,RW,PIT,3200000,0.039
Charlie Coyle,2018,C,BOS,3200000,0.041
Derick Brassard,2011,C,CBJ,3200000,0.05
Zack Kassian,2020,RW,EDM,3200000,0.039
Nikita Zadorov,2020,D,CHI,3200000,0.04
Zbynek Michalek,2015,D,AZ,3200000,0.045
Darnell Nurse,2018,D,EDM,3200000,0.04
Braydon Coburn,2011,D,PHI,3200000,0.05
Charlie Coyle,2016,C,MIN,3200000,0.044
Darnell Nurse,2019,D,EDM,3200000,0.039
Kasperi Kapanen,2020,RW,PIT,3200000,0.039
Nikita Zadorov,2019,D,COL,3200000,0.039
Kasperi Kapanen,2019,RW,TOR,3200000,0.039
Dmitrij Jaskin,2021,RW,AZ,3200000,0.039
Zack Kassian,2021,RW,EDM,3200000,0.04
Charlie Coyle,2017,C,MIN,3200000,0.043
Derick Brassard,2012,C,NYR,3200000,0.046
Charlie Coyle,2015,C,MIN,3200000,0.045
Sam Gagner,2012,C,EDM,3200000,0.046
Craig Anderson,2011,G,OTT,3187500,0.05
Craig Anderson,2012,G,OTT,3187500,0.045
Craig Anderson,2013,G,OTT,3187500,0.05
Craig Anderson,2014,G,OTT,3187500,0.046
Dustin Brown,2013,RW,LAK,3175000,0.049
Dustin Brown,2012,RW,LAK,3175000,0.045
Dustin Brown,2011,RW,LAK,3175000,0.049
Bryce Salvador,2014,D,NJD,3166668,0.048
Barret Jackman,2012,D,STL,3166667,0.045
Trevor Daley,2017,D,DET,3166667,0.043
Trevor Daley,2018,D,DET,3166667,0.04
Trevor Daley,2019,D,DET,3166667,0.039
Barret Jackman,2014,D,STL,3166667,0.046
Barret Jackman,2013,D,STL,3166667,0.049
Bryce Salvador,2012,D,NJD,3166666,0.045
Bryce Salvador,2013,D,NJD,3166666,0.049
Ryan Graves,2021,D,NJD,3166666,0.039
Ryan Graves,2020,D,COL,3166666,0.039
Roope Hintz,2021,LW,DAL,3150000,0.039
Mason Raymond,2014,LW,CGY,3150000,0.046
Carl Gunnarsson,2013,D,TOR,3150000,0.049
Matt Roy,2021,D,LAK,3150000,0.039
Sam Gagner,2019,C,DET,3150000,0.039
Max Domi,2018,LW,MTL,3150000,0.04
Max Domi,2019,LW,MTL,3150000,0.039
Sam Gagner,2018,C,EDM,3150000,0.04
Joshua Morrissey,2019,D,WPG,3150000,0.039
